address,balance_1d_ago,pct_1d_ago,balance_30d_ago,pct_30d_ago,balance_7d_ago,pct_7d_ago,balance_now,pct_now
BUm528oKqdpRYv9AJmVEFtL2RifHtWDMGAKMdxgyaCTd,1000000000,100.0,1000000000,100.0,1000000000,100.0,1000000000,100.0
