address,balance_now,pct_now,balance_1d_ago,pct_1d_ago,balance_7d_ago,pct_7d_ago,balance_30d_ago,pct_30d_ago
5i3Qhxiiq11zdktPDZ5kBGCviuLr52YFMefs5YkrwN9,9989958.332302162,0.9990189701823556,9989958.332302162,0.9990189701823556,9989958.332302162,0.9990189701823556,9989958.332302162,0.9990189701823556
BS5TsPsdSi3acn1DLnkWwUz7XKZbv8J2KZgwaUtmhHff,6701808.413878934,0.6701963629161481,6701808.413878934,0.6701963629161481,6701808.413878934,0.6701963629161481,6701808.413878934,0.6701963629161481
GBoDxxVQxGiUSSU2fh8F4EedaWT74DB326Uzw4xBiew,6560914.804554176,0.6561066756711306,6560914.804554176,0.6561066756711306,6560914.804554176,0.6561066756711306,6560914.804554176,0.6561066756711306
HgiKGjPrVeTVuhaMPwyS2L8WTs7Ro2xCrZjtWLPCVtJy,4833526.253684928,0.4833638199162453,4833526.253684928,0.4833638199162453,4833526.253684928,0.4833638199162453,4833526.253684928,0.4833638199162453
DNfuF1L62WWyW3pNakVkyGGFzVVhj4Yr52jSmdTyeBHm,7466351.076302162,0.7466523998552448,7466351.076302162,0.7466523998552448,7466351.076302162,0.7466523998552448,7466351.076302162,0.7466523998552448
4BVjWZ4Prtft45bRfxVbVcWWV6wDToGrvaQJC83iZj4L,10434530.734124828,1.0434772400035899,10434530.734124828,1.0434772400035899,10434530.734124828,1.0434772400035899,10434530.734124828,1.0434772400035899
E8iLkGiEHTQxAEGErqwiubWwmeZB4B9jFQbqtJVkGZse,6506135.303976274,0.650628598742873,6506135.303976274,0.650628598742873,6506135.303976274,0.650628598742873,6506135.303976274,0.650628598742873
EX7yXMdiMzDJ4G6okucJu7xfgd8eJm9U2DnjkuqgLEKu,7500817.976355236,0.7500991696866125,7500817.976355236,0.7500991696866125,7500817.976355236,0.7500991696866125,7500817.976355236,0.7500991696866125
8Gt5HnA7hEAjHz3D7hkRvNbRJGPP43dMK9Be3HscUBwF,5132171.749598744,0.5132290611768326,5132171.749598744,0.5132290611768326,5132171.749598744,0.5132290611768326,5132171.749598744,0.5132290611768326
64U9MukooWV5ziNXx2PCmZNmktBzQoKXnKsDBLvgCQ5g,20000000.0,2.0000463204177032,20000000.0,2.0000463204177032,20000000.0,2.0000463204177032,20000000.0,2.0000463204177032
kLw1WqvZqxP4hGyB83zMSDXqJbbKtcSYCLtGfYadXM1,8020377.76303955,0.802056351666361,8020377.76303955,0.802056351666361,8020377.76303955,0.802056351666361,8020377.76303955,0.802056351666361
GHjM7cwEMx6xQWDUs3Xemp2J6EhpJCXaTb6WQRXB1mR3,7210888.92510364,0.721105593079715,7210888.92510364,0.721105593079715,7210888.92510364,0.721105593079715,7210888.92510364,0.721105593079715
8Nty9vLxN3ZtT4DQjJ5uFrKtvan28rySiGVJ5dPzu81u,11999999.995755255,1.2000277918261375,11999999.995755255,1.2000277918261375,11999999.995755255,1.2000277918261375,11999999.995755255,1.2000277918261375
ASTyfSima4LLAdDgoFGkgqoKowG1LZFDr9fAQrg7iaJZ,6715500.603718965,0.671565613611549,6715500.603718965,0.671565613611549,6715500.603718965,0.671565613611549,6715500.603718965,0.671565613611549
7Z5VhcNSpMpaTVqRg8QTkySw6syfcTehTx8CqRPvf9bg,17000000.0,1.7000393723550475,17000000.0,1.7000393723550475,17000000.0,1.7000393723550475,17000000.0,1.7000393723550475
AWPmgAr6xDJUhCa2Wxna5gd14UT98hicTXdow9XkYnNX,5140047.036841206,0.5140166081404086,5140047.036841206,0.5140166081404086,5140047.036841206,0.5140166081404086,5140047.036841206,0.5140166081404086
9yWTCK2Z1HKJuDwJsAQuSsax789AQxWnrQk6b9zpmiQB,7816444.735971809,0.781662576646437,7816444.735971809,0.781662576646437,7816444.735971809,0.781662576646437,7816444.735971809,0.781662576646437
B89LPQHxDWkRB58u8JFdLwc6aDy5fmrEuCa789X5P116,6777007.915052852,0.6777164871971553,6777007.915052852,0.6777164871971553,6777007.915052852,0.6777164871971553,6777007.915052852,0.6777164871971553
F7KSBM7SVVYUczJTCLpLJFPDEBrmrfi9ZiGru1BzAuwi,5174725.250782726,0.5174845098500283,5174725.250782726,0.5174845098500283,5174725.250782726,0.5174845098500283,5174725.250782726,0.5174845098500283
FEDQ37qEnsSG1UVmdYJ7XvqJyAvLLJoU8V3LJcNFcsAn,7589821.823843089,0.7589997605701675,7589821.823843089,0.7589997605701675,7589821.823843089,0.7589997605701675,7589821.823843089,0.7589997605701675
6upeYD2GCKRWa5Jf5VdjgqAUEZSmJX9NWYmtuhSz4c7j,5588496.731470831,0.5588626162222298,5588496.731470831,0.5588626162222298,5588496.731470831,0.5588626162222298,5588496.731470831,0.5588626162222298
3WLcdAXodTV3kGHVqSmZxsFXga1gD1h3AaLmHEUXuHN2,10000000.980218451,1.000023258232967,10000000.980218451,1.000023258232967,10000000.980218451,1.000023258232967,10000000.980218451,1.000023258232967
